id,EPA_ID,Site_Name,City,State,County,Non-NPL_Status_Code,Non-NPL_Status_Date,NPL_Status_Code,x,y
891,TXD980864789,MALONE SERVICE CO - SWAN LAKE PLANT,TEXAS CITY,TX,GALVESTON,[Blank Code],[Blank Date],F,-94.9027,29.383845
892,NYD980535124,MALTA ROCKET FUEL AREA,MALTA,NY,SARATOGA,[Blank Code],[Blank Date],F,-73.792621,42.971187
893,PAD014353445,MALVERN TCE,MALVERN,PA,CHESTER,[Blank Code],[Blank Date],F,-75.513812,40.036218
894,NJD980654180,MANNHEIM AVENUE DUMP,GALLOWAY TOWNSHIP,NJ,ATLANTIC,[Blank Code],[Blank Date],D,-74.559688,39.492824
895,NJN000206345,MANSFIELD TRAIL DUMP,BYRAM,NJ,SUSSEX,[Blank Code],[Blank Date],F,-74.722729,40.960102
896,TXD008083404,"MANY DIVERSIFIED INTERESTS, INC.",HOUSTON,TX,HARRIS,[Blank Code],[Blank Date],F,-95.369803,29.760427
897,NYD010959757,MARATHON BATTERY CORP.,COLD SPRINGS,NY,PUTNAM,[Blank Code],[Blank Date],D,-78.856666,42.91911
898,CA4570024527,MARCH AIR FORCE BASE,RIVERSIDE,CA,RIVERSIDE,[Blank Code],[Blank Date],F,-117.396156,33.953349
899,VA1170024722,MARINE CORPS COMBAT DEVELOPMENT COMMAND,QUANTICO,VA,PRINCE WILLIAM,[Blank Code],[Blank Date],F,-77.290079,38.522923
900,GA7170023694,MARINE CORPS LOGISTICS BASE,ALBANY,GA,DOUGHERTY,[Blank Code],[Blank Date],F,-84.155741,31.578507
901,IND980794366,MARION (BRAGG) DUMP,MARION,IN,GRANT,[Blank Code],[Blank Date],F,-85.659144,40.558374
902,LAD008473142,MARION PRESSURE TREATING,MARION,LA,UNION PARISH,[Blank Code],[Blank Date],F,-92.242082,32.901521
903,COD980499255,MARSHALL LANDFILL,BOULDER,CO,BOULDER,[Blank Code],[Blank Date],F,-105.270546,40.014986
904,NJD014623854,"MARTIN AARON, INC.",CAMDEN,NJ,CAMDEN,[Blank Code],[Blank Date],F,-75.11962,39.925946
905,ORD052221025,MARTIN-MARIETTA ALUMINUM CO.,THE DALLES,OR,WASCO,[Blank Code],[Blank Date],D,-121.178682,45.594565
906,NCD001810365,"MARTIN-MARIETTA, SODYECO, INC.",CHARLOTTE,NC,MECKLENBURG,[Blank Code],[Blank Date],D,-80.843127,35.227087
907,GAD991275686,MARZONE INC./CHEVRON CHEMICAL CO.,TIFTON,GA,TIFT,[Blank Code],[Blank Date],F,-83.508497,31.450463
908,IAD980969190,MASON CITY COAL GASIFICATION PLANT,MASON CITY,IA,CERRO GORDO,[Blank Code],[Blank Date],F,-93.201037,43.153573
909,MID980794465,MASON COUNTY LANDFILL,PERE MARQUETTE TWP,MI,MASON,[Blank Code],[Blank Date],D,-86.41818,43.925988
910,WID980820070,MASTER DISPOSAL SERVICE LANDFILL,BROOKFIELD,WI,WAUKESHA,[Blank Code],[Blank Date],F,-88.106479,43.060567
911,MA0213820939,MATERIALS TECHNOLOGY LABORATORY (USARMY),WATERTOWN,MA,MIDDLESEX,[Blank Code],[Blank Date],D,-71.182832,42.37093
912,CA8570024143,MATHER AIR FORCE BASE (AC&W DISPOSAL SITE),MATHER,CA,SACRAMENTO,[Blank Code],[Blank Date],F,-119.855557,37.88242
913,GAD980838619,MATHIS BROTHERS LANDFILL (SOUTH MARBLE TOP ROAD),KENSINGTON,GA,WALKER,[Blank Code],[Blank Date],F,-85.372737,34.774245
914,NJD043584101,"MATLACK, INC.",WOOLWICH TOWNSHIP,NJ,GLOUCESTER,[Blank Code],[Blank Date],F,-75.309629,39.737154
915,NJD011770013,MATTEO & SONS INC.,THOROFARE,NJ,GLOUCESTER,[Blank Code],[Blank Date],F,-75.196935,39.842209
916,VAD980712970,MATTHEWS ELECTROPLATING,ROANOKE,VA,ROANOKE CITY,[Blank Code],[Blank Date],D,-79.941427,37.27097
917,IL0000064782,MATTHIESSEN AND HEGELER ZINC COMPANY,LA SALLE,IL,LA SALLE,[Blank Code],[Blank Date],F,-89.041825,41.36215
918,NYD000512459,"MATTIACE PETROCHEMICAL CO., INC.",GLEN COVE,NY,NASSAU,[Blank Code],[Blank Date],F,-73.633739,40.862322
919,PRN000205831,MAUNABO URBANO PUBLIC WELLS,MAUNABO,PR,MAUNABO,[Blank Code],[Blank Date],F,-65.899329,18.007189
920,KYD980729107,MAXEY FLATS NUCLEAR DISPOSAL,HILLSBORO,KY,FLEMING,[Blank Code],[Blank Date],F,-83.658804,38.293412
921,NJD980529762,MAYWOOD CHEMICAL CO.,MAYWOOD/ROCHELLE PARK,NJ,BERGEN,[Blank Code],[Blank Date],F,-74.062569,40.901575
922,PAD980712616,MCADOO ASSOCIATES,MCADOO BOROUGH,PA,SCHUYLKILL,[Blank Code],[Blank Date],D,-75.994821,40.902667
923,WA8570024200,MCCHORD AIR FORCE BASE (WASH RACK/TREATMENT AREA),TACOMA,WA,PIERCE,[Blank Code],[Blank Date],D,-122.444291,47.252877
924,CA4570024337,MCCLELLAN AIR FORCE BASE (GROUND WATER CONTAMINATION),MCCLELLAN AFB,CA,SACRAMENTO,[Blank Code],[Blank Date],F,-121.390048,38.673338
925,CAD980498695,MCCOLL,FULLERTON,CA,ORANGE,[Blank Code],[Blank Date],F,-117.924297,33.87036
926,CAD009106527,MCCORMICK & BAXTER CREOSOTING CO.,STOCKTON,CA,SAN JOAQUIN,[Blank Code],[Blank Date],F,-121.29078,37.957702
927,ORD009020603,MCCORMICK & BAXTER CREOSOTING CO. (PORTLAND PLANT),PORTLAND,OR,MULTNOMAH,[Blank Code],[Blank Date],F,-122.676482,45.523062
928,NM0000605386,MCGAFFEY AND MAIN GROUNDWATER PLUME,ROSWELL,NM,CHAVES,[Blank Code],[Blank Date],F,-104.523024,33.394266
929,MID005339676,MCGRAW EDISON CORP.,ALBION,MI,CALHOUN,[Blank Code],[Blank Date],F,-84.75303,42.243097
930,NJ0570024018,MCGUIRE AIR FORCE BASE #1,WRIGHTSTOWN,NJ,BURLINGTON,[Blank Code],[Blank Date],F,-74.617934,40.036224
931,MED980524078,MCKIN CO.,GRAY,ME,CUMBERLAND,[Blank Code],[Blank Date],F,-70.331719,43.885632
932,SCD980558142,MEDLEY FARM DRUM DUMP,GAFFNEY,SC,CHEROKEE,[Blank Code],[Blank Date],F,-81.649819,35.071795
933,TN4210020570,MEMPHIS DEFENSE DEPOT (DLA),MEMPHIS,TN,SHELBY,[Blank Code],[Blank Date],F,-90.04898,35.149534
934,NYD048148175,"MERCURY REFINING, INC.",COLONIE,NY,ALBANY,[Blank Code],[Blank Date],F,-73.833455,42.717856
935,PAD046557096,METAL BANKS,PHILADELPHIA,PA,PHILADELPHIA,[Blank Code],[Blank Date],F,-75.165222,39.952584
936,MID980992952,METAL WORKING SHOP,LAKE ANN,MI,BENZIE,[Blank Code],[Blank Date],D,-85.843139,44.723889
937,NJD002517472,METALTEC/AEROSYSTEMS,FRANKLIN BOROUGH,NJ,SUSSEX,[Blank Code],[Blank Date],F,-74.100446,40.819996
938,MID980506562,METAMORA LANDFILL,METAMORA,MI,LAPEER,[Blank Code],[Blank Date],F,-83.289109,42.941417
939,PAD044545895,METRO CONTAINER CORPORATION,TRAINER,PA,DELAWARE,[Blank Code],[Blank Date],F,-75.41436,39.827613
940,PAD982366957,"METROPOLITAN MIRROR AND GLASS CO., INC.",FRACKVILLE,PA,SCHUYLKILL,[Blank Code],[Blank Date],D,-76.230221,40.783977
941,CAD000074120,MGM BRAKES,CLOVERDALE,CA,SONOMA,[Blank Code],[Blank Date],F,-123.017223,38.805462
942,OHD980611800,MIAMI COUNTY INCINERATOR,TROY,OH,MIAMI,[Blank Code],[Blank Date],F,-84.203277,40.039498
943,FLD076027820,MIAMI DRUM SERVICES,MIAMI,FL,MIAMI-DADE,[Blank Code],[Blank Date],F,-80.19179,25.76168
944,WAD980511661,MICA LANDFILL,MICA,WA,SPOKANE,[Blank Code],[Blank Date],F,-117.212145,47.556007
945,MID000775957,MICHIGAN DISPOSAL SERVICE (CORK STREET LANDFILL),KALAMAZOO,MI,KALAMAZOO,[Blank Code],[Blank Date],F,-85.587229,42.291707
946,IAD085824688,MID-AMERICA TANNING CO.,SERGEANT BLUFF,IA,WOODBURY,[Blank Code],[Blank Date],D,-96.358842,42.40298
947,MDD064882889,"MID-ATLANTIC WOOD PRESERVERS, INC.",HARMANS,MD,ANNE ARUNDEL,[Blank Code],[Blank Date],D,-76.696636,39.15733
948,ARD092916188,MID-SOUTH WOOD PRODUCTS,MENA,AR,POLK,[Blank Code],[Blank Date],F,-94.239655,34.586217
949,WID980823082,"MID-STATE DISPOSAL, INC. LANDFILL",CLEVELAND TOWNSHIP,WI,MARATHON,[Blank Code],[Blank Date],F,-90.988102,44.553746
950,IND980615421,MIDCO I,GARY,IN,LAKE,[Blank Code],[Blank Date],F,-87.346427,41.59337
951,IND980679559,MIDCO II,GARY,IN,LAKE,[Blank Code],[Blank Date],F,-87.346427,41.59337
952,NJ0890090012,MIDDLESEX SAMPLING PLANT (USDOE),MIDDLESEX,NJ,MIDDLESEX,[Blank Code],[Blank Date],F,-74.492654,40.572603
953,PAD980538763,MIDDLETOWN AIR FIELD,MIDDLETOWN,PA,DAUPHIN,[Blank Code],[Blank Date],D,-76.731081,40.199814
954,MDD980705099,MIDDLETOWN ROAD DUMP,ANNAPOLIS,MD,ANNE ARUNDEL,[Blank Code],[Blank Date],D,-76.492183,38.978445
955,TXN000606668,MIDESSA GROUND WATER PLUME,MIDLAND,TX,MIDLAND,[Blank Code],[Blank Date],F,-102.077915,31.997346
956,ARD980745665,MIDLAND PRODUCTS,OLA/BIRTA,AR,YELL,[Blank Code],[Blank Date],F,-93.141266,35.030313
957,WAD980978753,MIDNITE MINE,WELLPINIT,WA,STEVENS,[Blank Code],[Blank Date],F,-117.988168,47.886546
958,UTD081834277,MIDVALE SLAG,MIDVALE,UT,SALT LAKE,[Blank Code],[Blank Date],F,-111.899935,40.611059
959,WAD980638910,MIDWAY LANDFILL,KENT,WA,KING,[Blank Code],[Blank Date],F,-122.234843,47.380934
960,IAD069625655,MIDWEST MANUFACTURING/NORTH FARM,KELLOGG,IA,JASPER,[Blank Code],[Blank Date],F,-92.907763,41.718053
961,ILD980497788,MIG/DEWANE LANDFILL,BELVIDERE,IL,BOONE,[Blank Code],[Blank Date],F,-88.844267,42.26391
962,TN0210020582,MILAN ARMY AMMUNITION PLANT,MILAN,TN,CARROLL,[Blank Code],[Blank Date],F,-88.758949,35.919789
963,OHSFN0507973,MILFORD CONTAMINATED AQUIFER,MILFORD,OH,CLERMONT,[Blank Code],[Blank Date],F,-84.294382,39.175338
964,PAD980231690,MILL CREEK DUMP,ERIE,PA,ERIE,[Blank Code],[Blank Date],F,-80.085059,42.129224
965,DEN000306645,MILLSBORO TCE,MILLSBORO,DE,SUSSEX,[Blank Code],[Blank Date],P,-75.291302,38.591502
966,MTD980717565,MILLTOWN RESERVOIR SEDIMENTS,MILLTOWN,MT,MISSOULA,[Blank Code],[Blank Date],F,-113.881771,46.871314
967,MOD980741912,MINKER/STOUT/ROMAINE CREEK,IMPERIAL,MO,JEFFERSON,[Blank Code],[Blank Date],F,-90.378452,38.369776
968,NDD980959548,MINOT LANDFILL,MINOT,ND,WARD,[Blank Code],[Blank Date],D,-101.292291,48.232967
969,MOD980965982,MISSOURI ELECTRIC WORKS,CAPE GIRARDEAU,MO,CAPE GIRARDEAU,[Blank Code],[Blank Date],F,-89.518148,37.305884
970,PAD980539068,MODERN SANITATION LANDFILL,LOWER WINDSOR TWP,PA,YORK,[Blank Code],[Blank Date],F,-76.560383,39.961279
971,CAD981997752,MODESTO GROUND WATER CONTAMINATION,MODESTO,CA,STANISLAUS,[Blank Code],[Blank Date],F,-120.996878,37.639097
972,CA2170090078,MOFFETT NAVAL AIR STATION,MOFFETT FIELD,CA,SANTA CLARA,[Blank Code],[Blank Date],F,-122.061905,37.427181
973,NHD981889629,MOHAWK TANNERY,NASHUA,NH,HILLSBOROUGH,[Blank Code],[Blank Date],P,-71.467566,42.765366
974,NYD986950012,MOHONK ROAD INDUSTRIAL PLANT,HIGH FALLS,NY,ULSTER,[Blank Code],[Blank Date],F,-74.126255,41.82676
975,NJD980529408,"MONITOR DEVICES, INC./INTERCIRCUITS, INC.",WALL TOWNSHIP,NJ,MONMOUTH,[Blank Code],[Blank Date],F,-74.067975,40.160667
976,CAD049236201,MONOLITHIC MEMORIES,SUNNYVALE,CA,SANTA CLARA,[Blank Code],[Blank Date],F,-122.03635,37.36883
977,ARD980864110,MONROE AUTO EQUIPMENT CO. (PARAGOULD PIT),PARAGOULD,AR,GREENE,[Blank Code],[Blank Date],F,-90.497329,36.058402
978,NJD980505671,MONROE TOWNSHIP LANDFILL,MONROE TOWNSHIP,NJ,MIDDLESEX,[Blank Code],[Blank Date],D,-74.433047,40.336419
979,IDD081830994,MONSANTO CHEMICAL CO. (SODA SPRINGS PLANT),SODA SPRINGS,ID,CARIBOU,[Blank Code],[Blank Date],F,-111.604669,42.654365
980,GAD001700699,MONSANTO CORP. (AUGUSTA PLANT),AUGUSTA,GA,RICHMOND,DR,09/26/2000,D,-82.010515,33.473498
981,MTD006230635,MONTANA POLE AND TREATING,BUTTE,MT,SILVER BOW,[Blank Code],[Blank Date],F,-112.534778,46.003823
982,NJD980785653,MONTCLAIR/WEST ORANGE RADIUM SITE,MONTCLAIR/WEST ORANGE,NJ,ESSEX,[Blank Code],[Blank Date],D,-74.209368,40.842004
983,NJD980654164,MONTGOMERY TOWNSHIP HOUSING DEVELOPMENT,MONTGOMERY TOWNSHIP,NJ,SOMERSET,[Blank Code],[Blank Date],F,-74.663464,40.432914
984,UT3890090035,MONTICELLO MILL TAILINGS (USDOE),MONTICELLO,UT,SAN JUAN,[Blank Code],[Blank Date],F,-109.342895,37.871383
985,UTD980667208,MONTICELLO RADIOACTIVELY CONTAMINATED PROPERTIES,MONTICELLO,UT,SAN JUAN,[Blank Code],[Blank Date],D,-109.342895,37.871383
986,CAD008242711,MONTROSE CHEMICAL CORP.,TORRANCE,CA,LOS ANGELES,[Blank Code],[Blank Date],F,-118.340629,33.835849
987,MND980792287,MORRIS ARSENIC DUMP,MORRIS,MN,STEVENS,[Blank Code],[Blank Date],D,-95.918889,45.591944
988,WAD988466355,MOSES LAKE WELLFIELD CONTAMINATION,MOSES LAKE,WA,GRANT,[Blank Code],[Blank Date],F,-119.278077,47.130142
989,OKD980620868,MOSLEY ROAD SANITARY LANDFILL,OKLAHOMA CITY,OK,OKLAHOMA,[Blank Code],[Blank Date],D,-97.516428,35.46756
990,WID039052626,"MOSS-AMERICAN CO., INC. (KERR-MCGEE OIL CO.)",MILWAUKEE,WI,MILWAUKEE,[Blank Code],[Blank Date],F,-87.906474,43.038903
991,TXD980629851,"MOTCO, INC.",LA MARQUE,TX,GALVESTON,[Blank Code],[Blank Date],F,-94.971313,29.368567
992,MID980702989,"MOTOR WHEEL, INC.",LANSING TOWNSHIP,MI,INGHAM,[Blank Code],[Blank Date],F,-84.528327,42.756359
993,AZD009004177,"MOTOROLA, INC. (52ND STREET PLANT)",PHOENIX,AZ,MARICOPA,[Blank Code],[Blank Date],F,-112.074037,33.448377
994,NHD980503361,MOTTOLO PIG FARM,RAYMOND,NH,ROCKINGHAM,[Blank Code],[Blank Date],F,-71.183386,43.036209
995,MTD021997689,MOUAT INDUSTRIES,COLUMBUS,MT,STILLWATER,[Blank Code],[Blank Date],F,-109.249401,45.636684
996,OH6890008984,MOUND PLANT (USDOE),MIAMISBURG,OH,MONTGOMERY,[Blank Code],[Blank Date],F,-84.286608,39.642836
997,ID3572124557,MOUNTAIN HOME AIR FORCE BASE,MOUNTAIN HOME,ID,ELMORE,[Blank Code],[Blank Date],F,-115.691197,43.13295
998,ARD049658628,MOUNTAIN PINE PRESSURE TREATING,PLAINVIEW,AR,YELL,[Blank Code],[Blank Date],F,-93.297404,34.989535
999,AZD980735724,MOUNTAIN VIEW MOBILE HOME ESTATES,GLOBE,AZ,GILA,[Blank Code],[Blank Date],D,-110.786498,33.394222
1000,ALD031618069,MOWBRAY ENGINEERING CO.,GREENVILLE,AL,BUTLER,[Blank Code],[Blank Date],D,-86.617752,31.829597
1001,PAD980508766,MOYERS LANDFILL,EAGLEVILLE,PA,MONTGOMERY,[Blank Code],[Blank Date],F,-75.408238,40.15955
1002,FLD088787585,MRI CORP (TAMPA),TAMPA,FL,HILLSBOROUGH,[Blank Code],[Blank Date],F,-82.457178,27.950575
1003,FLD084535442,MUNISPORT LANDFILL,NORTH MIAMI,FL,MIAMI-DADE,[Blank Code],[Blank Date],D,-80.186714,25.890095
1004,UTD980951420,MURRAY SMELTER,MURRAY CITY,UT,SALT LAKE,[Blank Code],[Blank Date],P,-111.887991,40.666892
1005,TND980728836,MURRAY-OHIO DUMP,LAWRENCEBURG,TN,LAWRENCE,[Blank Code],[Blank Date],F,-87.334739,35.242302
1006,WID000713180,MUSKEGO SANITARY LANDFILL,MUSKEGO,WI,WAUKESHA,[Blank Code],[Blank Date],F,-88.138978,42.905848
1007,MID072569510,MUSKEGON CHEMICAL CO.,WHITEHALL,MI,MUSKEGON,[Blank Code],[Blank Date],F,-86.348679,43.410011
1008,PAD980691372,MW MANUFACTURING,VALLEY TOWNSHIP,PA,MONTOUR,[Blank Code],[Blank Date],F,-75.847585,39.98092
1009,NJD980654198,MYERS PROPERTY,FRANKLIN TOWNSHIP,NJ,HUNTERDON,[Blank Code],[Blank Date],F,-74.522892,40.493373
1010,WYD981546005,MYSTERY BRIDGE RD/U.S. HIGHWAY 20,EVANSVILLE,WY,NATRONA,[Blank Code],[Blank Date],F,-106.268357,42.859965
1011,WID083290981,"N.W. MAUTHE CO., INC.",APPLETON,WI,OUTAGAMIE,[Blank Code],[Blank Date],F,-88.415385,44.261931
1012,NJD002362705,NASCOLITE CORP.,MILLVILLE,NJ,CUMBERLAND,[Blank Code],[Blank Date],F,-75.039344,39.40206
1013,MA1210020631,"NATICK LABORATORY ARMY RESEARCH, DEVELOPMENT, AND ENGINEERING CENTER",NATICK,MA,MIDDLESEX,[Blank Code],[Blank Date],F,-71.346809,42.277528
1014,KYD985069954,NATIONAL ELECTRIC COIL CO./COOPER INDUSTRIES,DAYHOIT,KY,HARLAN,[Blank Code],[Blank Date],F,-83.375853,36.8397
1015,WID006196174,"NATIONAL PRESTO INDUSTRIES, INC.",EAU CLAIRE,WI,CHIPPEWA,[Blank Code],[Blank Date],F,-91.498494,44.811349
1016,CAD041472986,NATIONAL SEMICONDUCTOR CORP.,SANTA CLARA,CA,SANTA CLARA,[Blank Code],[Blank Date],F,-121.955236,37.354108
1017,KYD049062375,NATIONAL SOUTHWIRE ALUMINUM CO.,HAWESVILLE,KY,HANCOCK,[Blank Code],[Blank Date],F,-86.754988,37.900055
1018,NCD991278953,NATIONAL STARCH & CHEMICAL CORP.,SALISBURY,NC,ROWAN,[Blank Code],[Blank Date],F,-80.474226,35.670973
1019,OKD000829440,NATIONAL ZINC CORP.,BARTLESVILLE,OK,WASHINGTON,[Blank Code],[Blank Date],P,-95.980818,36.747311
1020,PA6170024545,NAVAL AIR DEVELOPMENT CENTER (8 WASTE AREAS),WARMINSTER TOWNSHIP,PA,BUCKS,[Blank Code],[Blank Date],F,-75.099807,40.206788
1021,NJ7170023744,NAVAL AIR ENGINEERING CENTER,LAKEHURST,NJ,OCEAN,[Blank Code],[Blank Date],F,-74.311257,40.014561
1022,WA5170090059,"NAVAL AIR STATION, WHIDBEY ISLAND (AULT FIELD)",WHIDBEY ISLAND,WA,ISLAND,[Blank Code],[Blank Date],F,-122.439503,47.998276
1023,WA6170090058,"NAVAL AIR STATION, WHIDBEY ISLAND (SEAPLANE BASE)",WHIDBEY ISLAND,WA,ISLAND,[Blank Code],[Blank Date],D,-122.439503,47.998276
1024,VA5170022482,NAVAL AMPHIBIOUS BASE LITTLE CREEK,VIRGINIA BEACH,VA,VIRGINIA BEACH CITY,[Blank Code],[Blank Date],F,-75.977985,36.852926
1025,HI0170090054,NAVAL COMPUTER AND TELECOMMUNICATIONS AREA MASTER STATION EASTERN PACIFIC,WAHIAWA,HI,HONOLULU,[Blank Code],[Blank Date],F,-158.020923,21.50105
1026,MN3170022914,NAVAL INDUSTRIAL RESERVE ORDNANCE PLANT,FRIDLEY,MN,ANOKA,[Blank Code],[Blank Date],F,-93.263282,45.086077
1027,PR4170027383,NAVAL SECURITY GROUP ACTIVITY,SABANA SECA,PR,TOA BAJA MUNICIPALITY,[Blank Code],[Blank Date],D,-66.179444,18.425556
1028,VA7170024684,NAVAL SURFACE WARFARE CENTER - DAHLGREN,DAHLGREN,VA,KING GEORGE,[Blank Code],[Blank Date],F,-77.051086,38.331238
1029,WA1170023419,NAVAL UNDERSEA WARFARE ENGINEERING STATION (4 WASTE AREAS),KEYPORT,WA,KITSAP,[Blank Code],[Blank Date],F,-122.621182,47.701886
1030,MA6170023570,NAVAL WEAPONS INDUSTRIAL RESERVE PLANT,BEDFORD,MA,MIDDLESEX,[Blank Code],[Blank Date],F,-71.276009,42.490623
1031,VA8170024170,NAVAL WEAPONS STATION - YORKTOWN,YORKTOWN,VA,YORK,[Blank Code],[Blank Date],F,-76.509673,37.238756
1032,NJ0170022172,NAVAL WEAPONS STATION EARLE (SITE A),COLTS NECK,NJ,MONMOUTH,[Blank Code],[Blank Date],F,-74.172365,40.287611
1033,PA3170022104,NAVY SHIPS PARTS CONTROL CENTER,MECHANICSBURG,PA,CUMBERLAND,[Blank Code],[Blank Date],F,-77.008588,40.214257
1034,DED043958388,NCR CORP. (MILLSBORO PLANT),MILLSBORO,DE,SUSSEX,[Blank Code],[Blank Date],F,-75.291302,38.591502
1035,IND980794549,NEAL'S DUMP (SPENCER),SPENCER,IN,OWEN,[Blank Code],[Blank Date],D,-86.762506,39.286712
1036,IND980614556,NEAL'S LANDFILL (BLOOMINGTON),BLOOMINGTON,IN,MONROE,[Blank Code],[Blank Date],F,-86.526386,39.165325
1037,OHD980610018,NEASE CHEMICAL,SALEM,OH,MAHONING,[Blank Code],[Blank Date],F,-80.85675,40.900892
1038,NE6211890011,NEBRASKA ORDNANCE PLANT (FORMER),MEAD,NE,SAUNDERS,[Blank Code],[Blank Date],F,-96.489212,41.228649
1039,CON000802630,NELSON TUNNEL/COMMODORE WASTE ROCK,Creede,CO,MINERAL,[Blank Code],[Blank Date],F,-106.926435,37.849166
1040,NYD000511451,"NEPERA CHEMICAL CO., INC.",MAYBROOK,NY,ORANGE,[Blank Code],[Blank Date],F,-74.217649,41.483983
1041,MAD980731335,NEW BEDFORD,NEW BEDFORD,MA,BRISTOL,[Blank Code],[Blank Date],F,-70.934205,41.636215
1042,MN7213820908,NEW BRIGHTON/ARDEN HILLS/TCAAP (USARMY),NEW BRIGHTON,MN,RAMSEY,[Blank Code],[Blank Date],F,-93.201891,45.065521
1043,OHN000509238,NEW CARLISLE LANDFILL,NEW CARLISLE,OH,CLARK,[Blank Code],[Blank Date],F,-84.025491,39.93617
1044,NY0001095363,NEW CASSEL/HICKSVILLE GROUND WATER CONTAMINATION,NEW CASSEL/HICKSVILLE,NY,NASSAU,[Blank Code],[Blank Date],F,-73.52853,40.76717
1045,DED058980442,NEW CASTLE SPILL,NEW CASTLE,DE,NEW CASTLE,[Blank Code],[Blank Date],D,-75.566817,39.66204
1046,DED980705255,NEW CASTLE STEEL,NEW CASTLE,DE,NEW CASTLE,[Blank Code],[Blank Date],D,-75.566817,39.66204
1047,NHD001091453,NEW HAMPSHIRE PLATING CO.,MERRIMACK,NH,HILLSBOROUGH,[Blank Code],[Blank Date],F,-71.494832,42.867869
1048,NCD981021157,NEW HANOVER CNTY AIRPORT BURN PIT,WILMINGTON,NC,NEW HANOVER,[Blank Code],[Blank Date],D,-77.94471,34.225726
1049,CA0001900463,NEW IDRIA MERCURY MINE,IDRIA,CA,SAN BENITO,[Blank Code],[Blank Date],F,-120.674338,36.416901
1050,CTD980906515,NEW LONDON SUBMARINE BASE,NEW LONDON,CT,NEW LONDON,[Blank Code],[Blank Date],F,-72.099521,41.355654
1051,OHD980794614,NEW LYME LANDFILL,NEW LYME,OH,ASHTABULA,[Blank Code],[Blank Date],F,-80.780918,41.604777
1052,CAD981434517,NEWMARK GROUND WATER CONTAMINATION,SAN BERNARDINO,CA,SAN BERNARDINO,[Blank Code],[Blank Date],F,-117.289765,34.108345
1053,KYD985066380,NEWPORT DUMP,NEWPORT,KY,CAMPBELL,[Blank Code],[Blank Date],D,-84.495776,39.091449
1054,RI6170085470,NEWPORT NAVAL EDUCATION & TRAINING CENTER,NEWPORT,RI,NEWPORT,[Blank Code],[Blank Date],F,-71.312829,41.490102
1055,MSD980840045,"NEWSOM BROTHERS/OLD REICHHOLD CHEMICALS, INC.",COLUMBIA,MS,MARION,[Blank Code],[Blank Date],D,-89.835428,31.252457
1056,MOD981507585,NEWTON COUNTY MINE TAILINGS,GRANBY,MO,NEWTON,[Blank Code],[Blank Date],F,-94.255217,36.919232
1057,MOD985798339,NEWTON COUNTY WELLS,JOPLIN,MO,NEWTON,[Blank Code],[Blank Date],F,-94.513281,37.084227
1058,NYN000206282,NEWTOWN CREEK,"BROOKLYN, QUEENS",NY,"KINGS, QUEENS",[Blank Code],[Blank Date],F,-73.944158,40.678178
1059,NYD000514257,NIAGARA COUNTY REFUSE,WHEATFIELD,NY,NIAGARA,[Blank Code],[Blank Date],D,-78.872234,43.085107
1060,NYD980664361,NIAGARA MOHAWK POWER CORP. (SARATOGA SPRINGS PLANT),SARATOGA SPRINGS,NY,SARATOGA,[Blank Code],[Blank Date],F,-73.784565,43.08313
1061,AZD980496780,NINETEENTH AVENUE LANDFILL,PHOENIX,AZ,MARICOPA,[Blank Code],[Blank Date],D,-112.074037,33.448377
1062,IND980794432,NINTH AVENUE DUMP,GARY,IN,LAKE,[Blank Code],[Blank Date],F,-87.346427,41.59337
1063,NJD061843249,NL INDUSTRIES,PEDRICKTOWN (OLDMANS TOWN,NJ,SALEM,[Blank Code],[Blank Date],F,-75.41439,39.766542
1064,ILD096731468,NL INDUSTRIES/TARACORP LEAD SMELTER,GRANITE CITY,IL,MADISON,[Blank Code],[Blank Date],F,-90.14872,38.701439
1065,MND097891634,NL INDUSTRIES/TARACORP/GOLDEN AUTO,ST. LOUIS PARK,MN,HENNEPIN,[Blank Code],[Blank Date],D,-93.370219,44.959738
1066,VA6170061463,NORFOLK NAVAL BASE (SEWELLS POINT NAVAL COMPLEX),NORFOLK,VA,NORFOLK CITY,[Blank Code],[Blank Date],F,-76.285873,36.850769
1067,VA1170024813,NORFOLK NAVAL SHIPYARD,PORTSMOUTH,VA,PORTSMOUTH CITY,[Blank Code],[Blank Date],F,-76.298274,36.835426
1068,FLD984229773,NORMANDY PARK APARTMENTS,TEMPLE TERRACE,FL,HILLSBOROUGH,SA,07/02/2008,P,-82.38926,28.035296
1069,NCD986187128,NORTH BELMONT PCE,NORTH BELMONT,NC,GASTON,[Blank Code],[Blank Date],F,-81.037297,35.242918
1070,MID005480900,NORTH BRONSON INDUSTRIAL AREA,BRONSON,MI,BRANCH,[Blank Code],[Blank Date],F,-85.194696,41.872272
1071,NCD980557656,"NORTH CAROLINA STATE UNIVERSITY (LOT 86, FARM UNIT #1)",RALEIGH,NC,WAKE,[Blank Code],[Blank Date],F,-78.638179,35.77959
1072,TXD980873343,NORTH CAVALCADE STREET,HOUSTON,TX,HARRIS,[Blank Code],[Blank Date],F,-95.369803,29.760427
1073,TXN000606760,NORTH EAST 2ND STREET SITE,Happy,TX,SWISHER,[Blank Code],[Blank Date],F,-101.854632,34.74367
